order_id,store_id,city,partner_id,promised_time_min,actual_time_min,distance_one_way_km,distance_return_km,delay_reason
O53820,S137,Mumbai,P2029,15.0,16,2.68,2.67,Weather
O53821,S136,Bangalore,P2261,37.0,46,7.41,5.4,Traffic
O53822,S123,Delhi,P2298,29.0,34,1.44,1.16,Traffic
O53823,S109,Delhi,P2092,36.0,44,7.89,5.75,Partner Late
O53824,S107,Mumbai,P2077,17.0,25,1.97,1.43,Traffic
O53825,S139,Mumbai,P2030,30.0,32,6.44,4.53,
O53826,S122,Mumbai,P2081,17.0,16,1.08,1.13,
O53827,S128,Bangalore,P2203,35.0,34,4.86,4.56,
O53828,S128,Bangalore,P2143,19.0,25,2.18,1.8,Partner Late
O53829,S107,Mumbai,P2109,37.0,40,7.95,8.4,Store Delay
O53830,S102,Delhi,P2283,38.0,43,0.78,0.8,
O53831,S100,Mumbai,P2158,22.0,24,7.48,5.76,Traffic
O53832,S102,Delhi,P2024,38.0,54,6.72,4.95,Traffic
O53833,S103,Bangalore,P2084,17.0,16,3.18,3.43,
O53834,S117,Delhi,P2106,31.0,34,4.08,3.17,Traffic
O53835,S113,Mumbai,P2092,33.0,35,1.45,1.5,
O53836,S133,Delhi,P2206,23.0,14,6.41,6.2,
O53837,S136,Bangalore,P2281,21.0,29,5.67,4.86,Store Delay
O53838,S111,Bangalore,P2119,33.0,30,5.99,5.79,
O53839,S103,Bangalore,P2103,25.0,23,1.33,1.44,
O53840,S113,Mumbai,P2130,30.0,51,2.52,1.8,Store Delay
O53841,S114,Mumbai,P2197,22.0,24,5.22,4.3,Traffic
O53842,S102,Delhi,P2037,27.0,39,6.57,6.99,Weather
O53843,S115,Hyderabad,P2072,22.0,24,6.31,5.37,Partner Late
O53844,S113,Mumbai,P2287,28.0,26,7.65,6.62,
O53845,S104,Hyderabad,P2127,23.0,31,3.47,3.34,Traffic
O53846,S106,Delhi,P2040,15.0,22,1.54,1.62,Partner Late
O53847,S133,Delhi,P2074,22.0,30,7.15,5.79,System Issue
O53848,S124,Hyderabad,P2231,32.0,33,1.29,1.33,Store Delay
O53849,S138,Delhi,P2014,26.0,22,6.99,7.63,
O53850,S131,Delhi,P2172,29.0,39,7.3,5.89,Store Delay
O53851,S102,Delhi,P2162,38.0,37,2.96,3.07,
O53852,S106,Delhi,P2214,28.0,31,2.07,2.22,Weather
O53853,S132,Delhi,P2237,22.0,19,2.88,2.48,
O53854,S112,Delhi,P2055,27.0,36,3.18,2.72,Store Delay
O53855,S121,Hyderabad,P2255,16.0,23,6.12,5.25,Store Delay
O53856,S139,Mumbai,P2292,39.0,43,0.61,0.5,Traffic
O53857,S133,Delhi,P2162,19.0,25,6.32,5.14,Store Delay
O53858,S116,Mumbai,P2292,31.0,46,5.03,3.8,
O53859,S137,Mumbai,P2296,16.0,21,7.01,5.79,Weather
O53860,S139,Mumbai,P2016,22.0,38,3.22,3.45,Traffic
O53861,S136,Bangalore,P2172,27.0,32,2.68,2.22,Store Delay
O53862,S130,Mumbai,P2246,16.0,24,1.99,2.14,Store Delay
O53863,S113,Mumbai,P2025,17.0,23,0.53,0.58,System Issue
O53864,S114,Mumbai,P2264,31.0,38,4.74,3.94,Traffic
O53865,S135,Bangalore,P2167,29.0,20,7.77,5.85,
O53866,S133,Delhi,P2042,35.0,29,7.39,5.42,
O53867,S129,Delhi,P2018,27.0,29,3.34,2.94,Traffic
O53868,S129,Delhi,P2267,35.0,28,3.66,3.58,
O53869,S107,Mumbai,P2245,33.0,40,4.9,5.22,Store Delay
O53870,S102,Delhi,P2139,18.0,28,5.86,5.11,Traffic
O53871,S126,Delhi,P2142,32.0,33,4.58,4.41,Traffic
O53872,S136,Bangalore,P2262,25.0,26,3.09,2.91,Partner Late
O53873,S104,Hyderabad,P2278,21.0,21,7.22,5.12,
O53874,S124,Hyderabad,P2135,37.0,37,7.4,6.18,
O53875,S135,Bangalore,P2009,34.0,31,7.7,5.9,
O53876,S106,Delhi,P2108,15.0,10,5.04,4.47,
O53877,S111,Bangalore,P2186,29.0,35,4.99,5.38,Traffic
O53878,S123,Delhi,P2025,25.0,37,0.88,0.65,Traffic
O53879,S110,Bangalore,P2104,32.0,29,4.44,3.22,
O53880,S124,Hyderabad,P2230,20.0,16,5.74,5.91,
O53881,S123,Delhi,P2006,18.0,20,2.26,1.66,
O53882,S134,Delhi,P2149,34.0,31,4.8,4.68,
O53883,S130,Mumbai,P2113,24.0,29,3.93,3.87,Partner Late
O53884,S111,Bangalore,P2288,25.0,22,4.93,4.31,
O53885,S116,Mumbai,P2148,16.0,21,6.36,6.77,Partner Late
O53886,S109,Delhi,P2166,30.0,22,3.94,3.19,
O53887,S136,Bangalore,P2288,33.0,36,4.79,5.26,Store Delay
O53888,S134,Delhi,P2133,16.0,26,5.9,5.88,
O53889,S132,Delhi,P2113,23.0,23,3.1,2.79,
O53890,S108,Mumbai,P2257,32.0,28,6.06,4.77,
O53891,S126,Delhi,P2236,34.0,37,1.2,1.16,System Issue
O53892,S120,Delhi,P2298,39.0,38,3.1,2.6,
O53893,S112,Delhi,P2285,17.0,37,3.76,3.11,Traffic
O53894,S129,Delhi,P2017,19.0,36,2.69,2.67,Partner Late
O53895,S107,Mumbai,P2069,31.0,31,3.61,2.94,
O53896,S131,Delhi,P2048,38.0,40,1.95,2.08,Traffic
O53897,S136,Bangalore,P2206,37.0,33,2.26,2.02,
O53898,S123,Delhi,P2141,33.0,39,3.35,3.66,Partner Late
O53899,S100,Mumbai,P2281,25.0,25,2.12,2.01,
O53900,S103,Bangalore,P2245,20.0,11,2.13,2.23,
O53901,S110,Bangalore,P2235,33.0,34,4.61,3.43,Traffic
O53902,S126,Delhi,P2012,23.0,25,1.96,1.43,Partner Late
O53903,S133,Delhi,P2216,16.0,29,5.33,3.83,Store Delay
O53904,S135,Bangalore,P2039,18.0,12,7.68,7.49,
O53905,S116,Mumbai,P2273,29.0,19,4.77,3.71,
O53906,S107,Mumbai,P2034,34.0,44,3.34,3.67,System Issue
O53907,S112,Delhi,P2295,29.0,30,1.63,1.27,Weather
O53908,S104,Hyderabad,P2082,33.0,41,3.13,2.68,Partner Late
O53909,S128,Bangalore,P2094,18.0,17,3.98,2.82,
O53910,S139,Mumbai,P2070,30.0,31,2.4,2.26,Store Delay
O53911,S125,Mumbai,P2099,29.0,19,4.27,4.41,
O53912,S105,Delhi,P2220,35.0,41,2.12,1.49,Weather
O53913,S136,Bangalore,P2247,33.0,46,4.21,4.2,Store Delay
O53914,S126,Delhi,P2228,18.0,15,2.72,1.97,
O53915,S105,Delhi,P2039,22.0,20,1.72,1.88,
O53916,S105,Delhi,P2033,38.0,56,3.37,3.63,Store Delay
O53917,S124,Hyderabad,P2052,21.0,22,5.75,4.42,Store Delay
O53918,S104,Hyderabad,P2073,15.0,26,4.9,5.33,Traffic
O53919,S125,Mumbai,P2172,18.0,24,5.22,5.34,Traffic
O53920,S131,Delhi,P2110,30.0,49,3.06,3.05,Partner Late
O53921,S137,Mumbai,P2055,28.0,25,1.69,1.47,
O53922,S137,Mumbai,P2274,22.0,43,5.04,5.04,Partner Late
O53923,S101,Bangalore,P2182,35.0,46,7.05,6.35,Store Delay
O53924,S119,Mumbai,P2042,31.0,46,5.41,5.14,Partner Late
O53925,S131,Delhi,P2057,32.0,30,6.16,4.78,
O53926,S136,Bangalore,P2136,36.0,45,2.36,2.53,Weather
O53927,S112,Delhi,P2050,31.0,27,5.6,5.54,
O53928,S126,Delhi,P2287,17.0,27,3.32,3.42,Partner Late
O53929,S103,Bangalore,P2063,28.0,24,3.39,2.51,
O53930,S108,Mumbai,P2137,21.0,28,1.1,1.19,Weather
O53931,S101,Bangalore,P2218,35.0,36,4.73,3.76,Traffic
O53932,S108,Mumbai,P2117,28.0,42,2.94,2.68,Store Delay
O53933,S112,Delhi,P2147,34.0,35,1.47,1.44,Store Delay
O53934,S134,Delhi,P2107,20.0,22,4.95,3.7,Traffic
O53935,S111,Bangalore,P2070,35.0,47,2.58,2.13,Traffic
O53936,S126,Delhi,P2242,21.0,23,5.52,5.78,Partner Late
O53937,S123,Delhi,P2072,25.0,42,3.3,3.52,Store Delay
O53938,S108,Mumbai,P2005,23.0,26,6.37,6.13,Traffic
O53939,S124,Hyderabad,P2253,18.0,15,1.0,0.75,
O53940,S110,Bangalore,P2220,27.0,39,6.97,6.43,Partner Late
O53941,S104,Hyderabad,P2275,,38,5.56,5.34,Store Delay
O53942,S117,Delhi,P2087,37.0,38,6.86,5.82,Traffic
O53943,S103,Bangalore,P2132,20.0,31,2.66,2.7,Traffic
O53944,S126,Delhi,P2155,16.0,26,2.77,2.04,Partner Late
O53945,S110,Bangalore,P2124,21.0,13,3.19,3.27,
O53946,S111,Bangalore,P2085,20.0,33,7.8,5.91,Traffic
O53947,S127,Bangalore,P2222,17.0,17,6.77,7.34,
O53948,S122,Mumbai,P2284,17.0,27,1.47,1.06,Traffic
O53949,S109,Delhi,P2180,18.0,40,7.72,5.67,Partner Late
O53950,S138,Delhi,P2258,26.0,25,1.89,1.34,
O53951,S110,Bangalore,P2234,22.0,22,4.32,4.16,
O53952,S132,Delhi,P2085,25.0,45,6.02,5.81,Partner Late
O53953,S131,Delhi,P2190,25.0,20,7.21,7.76,
O53954,S123,Delhi,P2063,17.0,18,7.53,7.96,Traffic
O53955,S128,Bangalore,P2182,30.0,35,3.37,2.72,Partner Late
O53956,S102,Delhi,P2170,18.0,23,0.59,0.56,Traffic
O53957,S109,Delhi,P2029,30.0,33,4.55,4.19,Partner Late
O53958,S133,Delhi,P2091,17.0,18,2.8,2.45,Traffic
O53959,S104,Hyderabad,P2153,28.0,26,1.95,1.46,
O53960,S104,Hyderabad,P2247,37.0,43,5.56,4.09,Store Delay
O53961,S100,Mumbai,P2079,35.0,32,7.08,5.01,
O53962,S103,Bangalore,P2194,26.0,23,7.5,6.9,
O53963,S112,Delhi,P2012,31.0,38,5.36,4.19,Weather
O53964,S132,Delhi,P2257,20.0,17,6.84,6.91,
O53965,S131,Delhi,P2023,39.0,37,5.27,4.66,
O53966,S125,Mumbai,P2139,22.0,31,3.39,2.55,Traffic
O53967,S125,Mumbai,P2274,22.0,26,3.57,3.67,Store Delay
O53968,S131,Delhi,P2053,15.0,16,6.13,6.05,Partner Late
O53969,S108,Mumbai,P2270,39.0,46,3.7,3.08,System Issue
O53970,S115,Hyderabad,P2040,16.0,19,5.39,5.07,System Issue
O53971,S101,Bangalore,P2084,20.0,30,6.11,5.08,Traffic
O53972,S119,Mumbai,P2115,35.0,51,1.96,1.38,Partner Late
O53973,S120,Delhi,P2199,23.0,32,1.99,2.02,Partner Late
O53974,S115,Hyderabad,P2035,24.0,23,6.42,6.5,
O53975,S117,Delhi,P2025,26.0,54,5.21,3.77,Traffic
O53976,S138,Delhi,P2173,22.0,28,2.44,1.73,System Issue
O53977,S113,Mumbai,P2109,33.0,35,3.02,2.41,Traffic
O53978,S129,Delhi,P2077,20.0,20,0.83,0.83,
O53979,S129,Delhi,P2204,36.0,40,7.54,7.21,
O53980,S126,Delhi,P2078,16.0,23,4.59,3.52,Traffic
O53981,S105,Delhi,P2149,31.0,31,7.42,5.82,
O53982,S135,Bangalore,P2213,23.0,39,7.0,5.52,Store Delay
O53983,S101,Bangalore,P2026,24.0,34,1.66,1.81,
O53984,S123,Delhi,P2231,22.0,45,2.63,1.98,Traffic
O53985,S117,Delhi,P2138,39.0,58,6.53,4.89,Store Delay
O53986,S111,Bangalore,P2178,20.0,30,2.98,3.2,Store Delay
O53987,S100,Mumbai,P2125,18.0,20,7.79,7.88,Traffic
O53988,S112,Delhi,P2277,18.0,11,2.03,2.18,
O53989,S100,Mumbai,P2027,18.0,39,5.32,3.75,Traffic
O53990,S138,Delhi,P2060,26.0,21,6.03,5.45,
O53991,S138,Delhi,P2181,23.0,50,5.22,3.98,
O53992,S133,Delhi,P2194,31.0,24,2.44,2.49,
O53993,S116,Mumbai,P2131,34.0,37,7.16,6.39,Store Delay
O53994,S121,Hyderabad,P2262,39.0,37,7.64,7.38,
O53995,S123,Delhi,P2040,17.0,33,5.64,5.27,Traffic
O53996,S134,Delhi,P2024,21.0,26,5.52,4.93,Partner Late
O53997,S129,Delhi,P2063,31.0,34,6.7,6.74,Partner Late
O53998,S138,Delhi,P2275,21.0,24,4.24,4.26,Traffic
O53999,S133,Delhi,P2286,39.0,42,7.87,7.45,Traffic
O54000,S116,Mumbai,P2055,24.0,-10,4.82,4.38,Store Delay
O54001,S130,Mumbai,P2210,32.0,58,1.18,0.88,Partner Late
O54002,S115,Hyderabad,P2118,23.0,27,5.35,3.85,Store Delay
O54003,S100,Mumbai,P2021,39.0,49,6.91,4.91,Partner Late
O54004,S132,Delhi,P2100,22.0,42,5.54,4.52,Partner Late
O54005,S103,Bangalore,P2212,25.0,38,4.81,3.4,Store Delay
O54006,S105,Delhi,P2014,22.0,37,5.97,6.37,Traffic
O54007,S133,Delhi,P2122,36.0,39,4.29,4.38,System Issue
O54008,S136,Bangalore,P2257,18.0,21,3.01,3.06,Store Delay
O54009,S109,Delhi,P2289,18.0,23,4.31,4.09,Store Delay
O54010,S118,Hyderabad,P2056,38.0,33,4.85,4.84,
O54011,S119,Mumbai,P2252,24.0,21,6.15,5.06,
O54012,S102,Delhi,P2225,24.0,29,4.24,3.41,Weather
O54013,S130,Mumbai,P2071,37.0,23,4.65,3.48,
O54014,S128,Bangalore,P2084,,44,5.26,5.28,Store Delay
O54015,S139,Mumbai,P2123,16.0,17,3.64,3.44,Store Delay
O54016,S101,Bangalore,P2061,29.0,34,3.26,2.47,Traffic
O54017,S100,Mumbai,P2254,35.0,24,6.2,6.57,
O54018,S123,Delhi,P2018,20.0,19,5.05,4.6,
O54019,S138,Delhi,P2159,35.0,37,5.01,3.88,Weather
O54020,S127,Bangalore,P2266,38.0,39,3.06,3.13,Traffic
O54021,S127,Bangalore,P2064,22.0,25,4.17,4.59,
O54022,S130,Mumbai,P2291,18.0,35,3.13,2.54,Store Delay
O54023,S137,Mumbai,P2280,34.0,46,3.74,2.7,Partner Late
O54024,S114,Mumbai,P2137,33.0,44,6.52,7.01,Partner Late
O54025,S133,Delhi,P2272,25.0,33,7.47,7.51,Partner Late
O54026,S117,Delhi,P2071,27.0,44,0.81,0.71,Partner Late
O54027,S120,Delhi,P2106,21.0,28,3.31,2.87,Store Delay
O54028,S118,Hyderabad,P2145,19.0,32,3.7,2.88,Traffic
O54029,S125,Mumbai,P2125,38.0,48,1.98,1.73,Partner Late
O54030,S119,Mumbai,P2280,27.0,24,6.28,6.51,
O54031,S117,Delhi,P2245,35.0,27,3.0,2.4,
O54032,S119,Mumbai,P2103,24.0,27,2.37,1.87,Store Delay
O54033,S133,Delhi,P2041,28.0,31,0.99,0.95,Store Delay
O54034,S138,Delhi,P2066,23.0,35,3.6,2.87,Traffic
O54035,S133,Delhi,P2244,29.0,33,1.67,1.61,System Issue
O54036,S114,Mumbai,P2252,15.0,18,3.28,3.23,Weather
O54037,S119,Mumbai,P2019,27.0,35,5.27,4.37,Partner Late
O54038,S136,Bangalore,P2129,39.0,42,5.75,5.61,Traffic
O54039,S109,Delhi,P2108,17.0,20,2.02,1.52,Store Delay
O54040,S132,Delhi,P2026,36.0,49,6.64,5.08,Store Delay
O54041,S104,Hyderabad,P2085,31.0,34,2.6,2.72,Traffic
O54042,S128,Bangalore,P2189,22.0,35,2.66,2.27,System Issue
O54043,S136,Bangalore,P2091,21.0,23,5.2,5.48,Store Delay
O54044,S128,Bangalore,P2141,25.0,28,6.08,6.23,Traffic
O54045,S109,Delhi,P2236,27.0,41,2.34,1.78,
O54046,S124,Hyderabad,P2099,38.0,42,7.42,6.77,
O54047,S110,Bangalore,P2066,21.0,21,5.26,4.96,
O54048,S135,Bangalore,P2187,18.0,16,7.47,7.12,
O54049,S115,Hyderabad,P2169,26.0,36,7.02,5.6,Store Delay
O54050,S117,Delhi,P2193,21.0,27,5.24,3.98,
O54051,S118,Hyderabad,P2295,28.0,46,6.47,5.19,Traffic
O54052,S116,Mumbai,P2246,38.0,37,1.2,1.29,
O54053,S101,Bangalore,P2219,32.0,37,3.68,2.94,
O54054,S134,Delhi,P2072,19.0,27,4.14,2.93,Traffic
O54055,S134,Delhi,P2272,22.0,20,7.69,6.64,
O54056,S133,Delhi,P2195,35.0,42,2.0,1.53,Traffic
O54057,S110,Bangalore,P2193,17.0,12,1.28,1.26,
O54058,S120,Delhi,P2167,32.0,30,0.83,0.62,
O54059,S118,Hyderabad,P2122,29.0,24,7.03,6.55,
O54060,S130,Mumbai,P2057,28.0,29,7.37,7.65,Weather
O54061,S124,Hyderabad,P2221,24.0,18,3.98,3.7,
O54062,S100,Mumbai,P2160,16.0,18,0.76,0.56,Store Delay
O54063,S132,Delhi,P2150,30.0,39,4.01,4.0,Traffic
O54064,S100,Mumbai,P2193,17.0,12,5.64,4.63,
O54065,S110,Bangalore,P2094,37.0,42,5.27,5.07,Traffic
O54066,S104,Hyderabad,P2090,28.0,37,6.5,4.69,Store Delay
O54067,S105,Delhi,P2128,29.0,25,2.12,2.15,
O54068,S133,Delhi,P2199,33.0,54,5.23,4.69,Store Delay
O54069,S129,Delhi,P2128,37.0,49,0.68,0.71,Store Delay
O54070,S129,Delhi,P2074,27.0,30,1.35,1.13,Traffic
O54071,S132,Delhi,P2121,31.0,24,7.01,7.67,
O54072,S116,Mumbai,P2234,34.0,53,6.21,5.67,System Issue
O54073,S117,Delhi,P2232,30.0,30,4.37,4.68,
O54074,S110,Bangalore,P2168,32.0,42,7.56,5.52,Store Delay
O54075,S126,Delhi,P2069,20.0,18,5.16,3.9,
O54076,S110,Bangalore,P2033,36.0,33,4.09,2.92,
O54077,S134,Delhi,P2257,34.0,45,1.03,0.95,Store Delay
O54078,S118,Hyderabad,P2219,37.0,49,2.26,1.84,
O54079,S139,Mumbai,P2194,19.0,30,4.57,4.98,Partner Late
O54080,S124,Hyderabad,P2030,22.0,23,1.55,1.45,Partner Late
O54081,S122,Mumbai,P2214,30.0,41,5.98,6.54,Traffic
O54082,S126,Delhi,P2289,27.0,38,7.84,8.06,Partner Late
O54083,S119,Mumbai,P2206,23.0,24,6.41,6.84,Store Delay
O54084,S136,Bangalore,P2238,23.0,32,6.33,5.68,
O54085,S129,Delhi,P2278,37.0,37,3.64,3.76,
O54086,S125,Mumbai,P2142,23.0,28,3.52,2.94,Traffic
O54087,S138,Delhi,P2005,18.0,14,3.06,2.99,
O54088,S135,Bangalore,P2213,34.0,39,6.55,5.19,Partner Late
O54089,S119,Mumbai,P2292,25.0,26,5.58,4.89,Traffic
O54090,S118,Hyderabad,P2209,21.0,25,7.69,6.31,Store Delay
O54091,S106,Delhi,P2043,22.0,19,2.57,2.32,
O54092,S110,Bangalore,P2148,25.0,23,1.8,1.43,
O54093,S122,Mumbai,P2031,33.0,36,7.61,6.1,Weather
O54094,S109,Delhi,P2194,29.0,29,3.89,3.06,
O54095,S121,Hyderabad,P2158,20.0,10,7.28,6.61,
O54096,S118,Hyderabad,P2016,35.0,32,7.33,6.92,
O54097,S127,Bangalore,P2222,30.0,35,6.85,4.86,Partner Late
O54098,S128,Bangalore,P2253,31.0,26,5.69,4.04,
O54099,S118,Hyderabad,P2227,27.0,28,5.37,4.65,Store Delay
O54100,S109,Delhi,P2226,34.0,42,7.22,5.84,Store Delay
O54101,S107,Mumbai,P2154,21.0,19,3.41,3.42,
O54102,S121,Hyderabad,P2059,24.0,30,7.75,8.4,Partner Late
O54103,S109,Delhi,P2026,17.0,10,4.38,3.38,
O54104,S102,Delhi,P2242,16.0,12,7.74,5.91,
O54105,S107,Mumbai,P2255,23.0,22,1.16,0.86,
O54106,S135,Bangalore,P2228,32.0,35,6.1,5.07,Partner Late
O54107,S106,Delhi,P2185,30.0,32,7.07,7.15,Partner Late
O54108,S103,Bangalore,P2250,23.0,25,4.37,4.06,Traffic
O54109,S107,Mumbai,P2056,15.0,22,5.55,4.58,Traffic
O54110,S105,Delhi,P2016,31.0,54,5.65,5.09,Store Delay
O54111,S110,Bangalore,P2228,33.0,37,5.65,4.46,Store Delay
O54112,S121,Hyderabad,P2281,18.0,25,5.16,3.83,
O54113,S101,Bangalore,P2117,36.0,44,3.16,2.52,Traffic
O54114,S121,Hyderabad,P2263,32.0,40,7.56,7.61,Partner Late
O54115,S101,Bangalore,P2257,26.0,21,7.25,6.67,
O54116,S130,Mumbai,P2239,38.0,47,2.93,2.61,Partner Late
O54117,S113,Mumbai,P2224,32.0,28,6.64,6.2,
O54118,S128,Bangalore,P2240,15.0,10,1.91,1.91,
O54119,S108,Mumbai,P2067,38.0,45,3.65,3.89,Store Delay
O54120,S119,Mumbai,P2061,39.0,42,2.08,1.46,Traffic
O54121,S106,Delhi,P2133,36.0,37,0.75,0.6,Partner Late
O54122,S113,Mumbai,P2120,28.0,27,5.59,5.84,
O54123,S128,Bangalore,P2097,37.0,62,0.7,0.51,Store Delay
O54124,S124,Hyderabad,P2256,24.0,28,2.42,2.21,Store Delay
O54125,S111,Bangalore,P2213,16.0,22,6.54,5.87,Store Delay
O54126,S125,Mumbai,P2102,17.0,18,3.25,3.56,Traffic
O54127,S110,Bangalore,P2215,31.0,41,5.38,4.91,System Issue
O54128,S128,Bangalore,P2298,23.0,20,3.04,2.35,
O54129,S136,Bangalore,P2167,30.0,46,3.63,3.43,Weather
O54130,S113,Mumbai,P2036,39.0,50,2.67,2.57,Partner Late
O54131,S139,Mumbai,P2063,19.0,20,6.47,6.18,Weather
O54132,S109,Delhi,P2091,21.0,20,2.33,2.06,
O54133,S128,Bangalore,P2044,37.0,32,2.47,2.42,
O54134,S105,Delhi,P2156,18.0,18,5.68,5.89,
O54135,S102,Delhi,P2142,27.0,32,2.7,2.45,Traffic
O54136,S103,Bangalore,P2149,24.0,29,4.39,3.62,Store Delay
O54137,S127,Bangalore,P2208,24.0,28,0.66,0.53,Traffic
O54138,S110,Bangalore,P2180,15.0,15,0.6,0.46,
O54139,S105,Delhi,P2264,38.0,43,1.19,0.97,Store Delay
O54140,S137,Mumbai,P2033,18.0,17,2.0,1.43,
O54141,S120,Delhi,P2098,30.0,27,1.01,0.94,
O54142,S112,Delhi,P2082,,42,6.53,5.39,Traffic
O54143,S114,Mumbai,P2159,27.0,33,3.41,3.22,Store Delay
O54144,S106,Delhi,P2188,34.0,26,6.36,6.88,
O54145,S123,Delhi,P2067,31.0,33,2.66,2.91,Store Delay
O54146,S110,Bangalore,P2246,22.0,24,3.33,2.33,Traffic
O54147,S116,Mumbai,P2074,19.0,17,1.06,1.12,
O54148,S119,Mumbai,P2129,17.0,22,3.24,3.46,Partner Late
O54149,S115,Hyderabad,P2206,39.0,54,0.66,0.58,Partner Late
O54150,S119,Mumbai,P2092,30.0,29,2.97,2.12,
O54151,S131,Delhi,P2017,23.0,19,5.61,5.38,
O54152,S100,Mumbai,P2033,26.0,30,7.4,7.96,Partner Late
O54153,S129,Delhi,P2029,38.0,33,7.3,5.98,
O54154,S126,Delhi,P2243,34.0,55,4.74,4.53,Partner Late
O54155,S121,Hyderabad,P2098,38.0,33,0.8,0.65,
O54156,S106,Delhi,P2002,15.0,18,3.07,3.13,Traffic
O54157,S110,Bangalore,P2010,19.0,28,5.94,4.33,Traffic
O54158,S107,Mumbai,P2006,21.0,17,3.91,3.73,
O54159,S110,Bangalore,P2273,26.0,34,4.0,3.19,System Issue
O54160,S137,Mumbai,P2169,36.0,26,0.51,0.5,
O54161,S138,Delhi,P2017,23.0,34,4.49,3.46,Traffic
O54162,S118,Hyderabad,P2123,33.0,25,3.58,3.68,
O54163,S109,Delhi,P2267,37.0,33,7.49,7.97,
O54164,S134,Delhi,P2239,22.0,33,3.36,3.36,Partner Late
O54165,S138,Delhi,P2112,39.0,33,6.5,6.54,
O54166,S109,Delhi,P2114,15.0,18,4.95,4.36,Store Delay
O54167,S101,Bangalore,P2155,33.0,42,0.7,0.59,
O54168,S135,Bangalore,P2265,28.0,33,6.05,6.3,Store Delay
O54169,S128,Bangalore,P2226,21.0,20,3.32,3.13,
O54170,S139,Mumbai,P2144,18.0,18,7.92,8.22,
O54171,S111,Bangalore,P2244,34.0,34,4.06,4.39,
O54172,S135,Bangalore,P2257,26.0,28,0.86,0.81,Store Delay
O54173,S138,Delhi,P2003,23.0,26,4.93,3.83,
O54174,S102,Delhi,P2102,15.0,40,2.12,1.73,Store Delay
O54175,S133,Delhi,P2023,27.0,27,1.37,1.19,
O54176,S108,Mumbai,P2227,38.0,34,7.03,6.25,
O54177,S123,Delhi,P2266,32.0,41,3.54,3.39,Partner Late
O54178,S109,Delhi,P2088,19.0,35,4.04,3.35,Partner Late
O54179,S107,Mumbai,P2069,28.0,31,0.93,0.81,Partner Late
O54180,S103,Bangalore,P2086,25.0,29,0.56,0.5,Weather
O54181,S139,Mumbai,P2170,26.0,36,3.97,3.91,Traffic
O54182,S120,Delhi,P2250,29.0,25,3.23,3.38,
O54183,S119,Mumbai,P2218,27.0,27,1.71,1.41,
O54184,S119,Mumbai,P2123,31.0,24,6.98,5.68,
O54185,S110,Bangalore,P2272,17.0,28,2.43,2.23,Partner Late
O54186,S127,Bangalore,P2117,16.0,35,2.82,2.16,Traffic
O54187,S117,Delhi,P2023,21.0,25,0.89,0.85,Store Delay
O54188,S137,Mumbai,P2103,33.0,46,6.53,4.6,
O54189,S109,Delhi,P2230,26.0,30,7.31,7.63,
O54190,S120,Delhi,P2080,22.0,23,4.43,4.11,Partner Late
O54191,S132,Delhi,P2260,19.0,30,1.94,2.06,Partner Late
O54192,S116,Mumbai,P2129,31.0,38,2.5,2.58,System Issue
O54193,S100,Mumbai,P2211,38.0,50,4.38,4.13,Partner Late
O54194,S138,Delhi,P2048,28.0,32,3.35,2.76,System Issue
O54195,S134,Delhi,P2299,38.0,45,0.78,0.84,System Issue
O54196,S127,Bangalore,P2046,25.0,44,4.5,3.61,Store Delay
O54197,S128,Bangalore,P2158,18.0,37,2.35,1.89,System Issue
O54198,S128,Bangalore,P2296,37.0,40,1.74,1.33,Traffic
O54199,S111,Bangalore,P2292,18.0,15,1.72,1.45,
O54200,S137,Mumbai,P2154,22.0,36,5.89,6.08,
O54201,S109,Delhi,P2213,37.0,31,6.59,6.97,
O54202,S107,Mumbai,P2256,21.0,25,5.65,5.2,Store Delay
O54203,S122,Mumbai,P2125,15.0,19,7.01,7.34,Store Delay
O54204,S116,Mumbai,P2245,29.0,46,5.3,3.89,Traffic
O54205,S125,Mumbai,P2054,20.0,16,5.69,5.48,
O54206,S104,Hyderabad,P2280,24.0,27,7.82,6.73,Traffic
O54207,S124,Hyderabad,P2095,36.0,41,7.36,7.52,Traffic
O54208,S115,Hyderabad,P2096,28.0,37,5.22,5.47,Store Delay
O54209,S134,Delhi,P2244,35.0,35,0.87,0.8,
O54210,S137,Mumbai,P2191,17.0,34,1.66,1.54,Weather
O54211,S121,Hyderabad,P2024,22.0,33,2.96,2.3,Store Delay
O54212,S121,Hyderabad,P2113,21.0,23,5.02,3.76,Traffic
O54213,S120,Delhi,P2067,19.0,36,6.51,6.1,Partner Late
O54214,S137,Mumbai,P2246,17.0,21,7.85,5.96,Partner Late
O54215,S132,Delhi,P2139,32.0,27,1.7,1.22,
O54216,S100,Mumbai,P2259,18.0,34,3.08,3.26,Store Delay
O54217,S110,Bangalore,P2070,17.0,17,6.79,7.31,
O54218,S137,Mumbai,P2232,26.0,25,1.62,1.64,
O54219,S121,Hyderabad,P2007,27.0,50,2.12,1.99,Partner Late
O54220,S128,Bangalore,P2029,30.0,26,6.39,4.68,
O54221,S101,Bangalore,P2140,25.0,29,1.12,0.8,Store Delay
O54222,S135,Bangalore,P2019,17.0,30,7.75,6.73,System Issue
O54223,S137,Mumbai,P2120,16.0,18,7.05,6.13,Store Delay
