order_id,partner_id,base_pay,incentive,earning,late_penalty,complaint_raised,complaint_reason
O51849,P2268,25,10,72.67,0,No,
O51850,P2035,40,10,100.9,0,No,
O51851,P2177,25,0,72.82,0,No,
O51852,P2069,25,0,57.6,0,No,
O51853,P2073,25,10,82.64,0,No,
O51854,P2158,30,10,103.53,0,No,
O51855,P2083,35,20,119.84,0,No,
O51856,P2282,35,10,69.7,0,Yes,Late Delivery
O51857,P2255,35,0,102.38,0,No,
O51858,P2038,35,10,95.9,10,No,
O51859,P2113,40,10,62.32,0,No,
O51860,P2163,40,10,123.88999999999999,20,No,
O51861,P2160,35,20,72.65,10,No,
O51862,P2073,40,0,91.79,0,Yes,Rude Behavior
O51863,P2215,35,50,166.96,0,No,
O51864,P2200,25,0,62.66,0,No,
O51865,P2143,30,50,100.24,0,No,
O51866,P2083,35,0,36.24,10,No,
O51867,P2290,35,20,120.15,0,No,
O51868,P2265,25,50,117.62,10,No,
O51869,P2211,35,0,52.55,10,No,
O51870,P2193,40,20,110.37,0,No,
O51871,P2173,25,20,110.9,0,No,
O51872,P2161,35,10,132.55,0,No,
O51873,P2024,25,20,96.46,0,No,
O51874,P2167,25,10,76.43,0,No,
O51875,P2213,40,50,97.82,0,No,
O51876,P2036,25,0,101.51,0,Yes,Rude Behavior
O51877,P2045,25,10,71.07,0,No,
O51878,P2071,30,10,76.46,0,Yes,Wrong Order
O51879,P2116,40,0,75.14,0,No,
O51880,P2175,35,0,101.6,20,No,
O51881,P2172,25,10,55.44,0,Yes,
O51882,P2117,35,0,90.53,10,No,
O51883,P2118,40,20,101.7,0,No,
O51884,P2217,30,20,76.47,10,No,
O51885,P2168,30,20,55.98,0,No,
O51886,P2096,25,0,54.82,0,No,
O51887,P2127,25,0,40.27,0,No,
O51888,P2143,40,0,139.77,0,No,
O51889,P2167,40,50,89.25,20,Yes,Late Delivery
O51890,P2217,25,10,101.41,0,Yes,Rude Behavior
O51891,P2239,35,20,79.64,10,No,
O51892,P2148,35,10,87.0,0,No,
O51893,P2107,40,0,101.14,0,No,
O51894,P2108,25,50,126.85,10,No,
O51895,P2289,40,10,82.43,0,Yes,
O51896,P2137,35,0,85.01,20,No,
O51897,P2293,25,10,86.22,20,No,
O51898,P2157,40,20,60.94,20,No,
O51899,P2179,30,10,48.57,0,Yes,Wrong Order
O51900,P2118,35,0,36.53,20,No,
O51901,P2071,30,10,50.68,0,No,
O51902,P2036,35,10,119.09,0,No,
O51903,P2079,40,50,128.5,0,No,
O51904,P2268,40,10,128.65,20,No,
O51905,P2014,40,10,87.2,10,No,
O51906,P2055,25,10,101.09,0,No,
O51907,P2005,40,0,89.41,0,No,
O51908,P2283,35,10,110.16,0,No,
O51909,P2053,40,0,98.28,0,No,
O51910,P2073,40,0,72.59,0,No,
O51911,P2118,30,20,139.52,0,No,
O51912,P2212,35,20,127.75999999999999,10,No,
O51913,P2086,35,20,82.21,0,No,
O51914,P2234,35,10,92.47,20,No,
O51915,P2202,25,10,57.48,0,No,
O51916,P2280,30,0,64.18,0,No,
O51917,P2188,25,0,72.59,0,No,
O51918,P2054,40,0,25.520000000000003,20,No,
O51919,P2176,35,20,61.62,0,No,
O51920,P2076,30,0,42.71,0,No,
O51921,P2015,30,0,98.09,10,No,
O51922,P2061,25,20,72.79,20,No,
O51923,P2288,25,0,38.78,0,No,
O51924,P2083,25,10,94.92,0,No,
O51925,P2222,35,10,108.21,10,No,
O51926,P2164,30,10,50.37,0,Yes,Wrong Order
O51927,P2034,35,0,76.28,0,No,
O51928,P2229,35,0,114.38,0,No,
O51929,P2234,30,10,59.42,0,Yes,Rude Behavior
O51930,P2197,40,0,147.29,0,No,
O51931,P2210,30,0,64.83,20,No,
O51932,P2255,35,0,33.49,10,No,
O51933,P2035,35,0,115.9,20,No,
O51934,P2112,35,10,55.11,0,No,
O51935,P2123,35,10,129.14,10,No,
O51936,P2191,35,50,122.83000000000001,10,Yes,Late Delivery
O51937,P2199,25,20,61.79,0,No,
O51938,P2156,25,0,69.55,20,No,
O51939,P2004,40,10,60.43000000000001,10,Yes,Rude Behavior
O51940,P2146,40,0,41.02,20,No,
O51941,P2007,25,0,99.33,0,No,
O51942,P2265,25,0,100.11,10,Yes,Rude Behavior
O51943,P2244,25,0,67.34,10,Yes,Rude Behavior
O51944,P2079,40,50,121.06,0,No,
O51945,P2034,30,0,65.2,0,No,
O51946,P2068,25,20,75.75,0,No,
O51947,P2158,30,10,77.69,10,No,
O51948,P2000,35,50,152.8,10,No,
O51949,P2020,40,0,120.8,0,No,
O51950,P2287,30,0,64.29,0,No,
O51951,P2123,40,0,71.92,0,Yes,Late Delivery
O51952,P2012,40,0,55.02,0,No,
O51953,P2101,30,50,115.06,0,No,
O51954,P2124,40,10,101.48,0,No,
O51955,P2157,35,50,151.74,10,No,
O51956,P2193,35,10,92.43,10,No,
O51957,P2090,35,20,120.88999999999999,10,No,
O51958,P2002,25,0,88.36,0,No,
O51959,P2173,35,0,50.45,0,No,
O51960,P2166,25,50,169.43,0,No,
O51961,P2219,30,0,71.08,0,No,
O51962,P2198,35,10,131.5,0,Yes,Rude Behavior
O51963,P2295,35,10,78.57,0,No,
O51964,P2110,30,0,73.45,10,No,
O51965,P2211,25,0,84.18,0,Yes,Rude Behavior
O51966,P2137,40,20,157.0,10,Yes,Late Delivery
O51967,P2152,40,10,100.55,10,No,
O51968,P2184,25,10,104.52,0,No,
O51969,P2060,35,10,36.7,20,No,
O51970,P2244,30,10,87.02,0,No,
O51971,P2227,35,20,93.65,0,No,
O51972,P2004,30,0,39.91,0,No,
O51973,P2217,40,50,79.73,20,No,
O51974,P2220,30,0,89.43,0,No,
O51975,P2110,30,10,82.92,0,No,
O51976,P2164,40,20,128.7,0,No,
O51977,P2109,25,0,131.55,0,No,
O51978,P2226,35,10,125.5,0,Yes,Wrong Order
O51979,P2225,35,10,125.14,0,No,
O51980,P2150,35,0,80.84,20,No,
O51981,P2067,30,50,133.67,0,No,
O51982,P2270,40,10,,10,No,
O51983,P2283,30,10,102.37,0,No,
O51984,P2197,30,0,89.59,0,No,
O51985,P2276,30,10,48.96,0,No,
O51986,P2069,30,10,117.56,0,No,
O51987,P2204,40,50,116.45,0,No,
O51988,P2284,40,10,60.92,0,No,
O51989,P2122,40,0,78.67,0,No,
O51990,P2280,40,50,93.78,20,No,
O51991,P2176,40,20,,10,No,
O51992,P2237,40,0,56.2,0,No,
O51993,P2091,30,0,76.07,0,No,
O51994,P2278,40,10,110.75,10,Yes,Wrong Order
O51995,P2152,40,0,66.66,0,Yes,No Show
O51996,P2250,35,20,66.26,0,No,
O51997,P2043,30,0,72.61,0,No,
O51998,P2178,35,0,45.84,10,No,
O51999,P2058,35,10,112.87,0,No,
O52000,P2039,40,10,85.61,0,No,
O52001,P2192,35,10,80.73,10,Yes,No Show
O52002,P2298,25,0,95.93,0,No,
O52003,P2251,30,20,124.38,10,No,
O52004,P2148,30,0,104.44,0,No,
O52005,P2147,30,20,132.42,10,No,
O52006,P2263,40,0,85.19,20,No,
O52007,P2231,25,10,68.67,0,Yes,Rude Behavior
O52008,P2221,30,10,108.4,0,No,
O52009,P2081,40,10,105.86,10,No,
O52010,P2258,35,20,77.44,10,No,
O52011,P2241,35,0,43.17,10,No,
O52012,P2128,25,20,69.2,0,No,
O52013,P2223,40,20,99.2,0,Yes,Late Delivery
O52014,P2116,40,0,47.37,10,No,
O52015,P2251,40,0,119.24,0,No,
O52016,P2027,35,10,132.07,20,No,
O52017,P2106,30,10,76.3,20,Yes,Late Delivery
O52018,P2281,35,0,106.33,10,No,
O52019,P2257,25,20,108.06,10,No,
O52020,P2091,30,20,106.87,0,No,
O52021,P2127,40,50,139.6,0,Yes,Rude Behavior
O52022,P2133,30,10,117.48,0,No,
O52023,P2290,40,20,89.72,0,No,
O52024,P2077,30,0,67.08,10,No,
O52025,P2128,25,0,135.65,0,Yes,Rude Behavior
O52026,P2298,25,20,124.37,10,No,
O52027,P2055,35,0,107.6,20,No,
O52028,P2099,40,10,82.64,0,No,
O52029,P2061,30,0,43.15,0,No,
O52030,P2281,40,20,105.23,0,No,
O52031,P2229,25,50,113.55,0,No,
O52032,P2277,30,20,38.16,20,No,
O52033,P2007,25,20,77.36,0,Yes,Late Delivery
O52034,P2077,25,20,122.16,0,No,
O52035,P2192,35,0,131.14,0,No,
O52036,P2094,40,0,93.32,20,No,
O52037,P2057,30,20,120.89,0,No,
O52038,P2266,25,0,58.13,0,Yes,Wrong Order
O52039,P2065,25,10,106.98,20,No,
O52040,P2292,30,20,87.64,0,No,
O52041,P2117,40,0,73.68,0,No,
O52042,P2177,30,10,88.9,0,No,
O52043,P2151,30,0,133.56,0,No,
O52044,P2256,30,20,143.91,10,No,
O52045,P2020,25,20,129.28,0,No,
O52046,P2193,30,20,88.46,0,No,
O52047,P2108,25,0,71.76,10,No,
O52048,P2006,25,0,83.42,0,No,
O52049,P2110,30,10,89.94,0,Yes,Late Delivery
O52050,P2295,35,10,55.53,0,No,
O52051,P2213,30,50,113.89,10,No,
O52052,P2107,25,20,96.13,20,Yes,Rude Behavior
O52053,P2240,35,20,103.43,0,No,
O52054,P2270,25,20,54.56,0,No,
O52055,P2009,35,0,46.54,0,No,
O52056,P2111,30,10,90.04,0,No,
O52057,P2011,30,10,73.33,0,Yes,Late Delivery
O52058,P2252,35,0,110.04,0,No,
O52059,P2266,40,0,127.82,10,No,
O52060,P2253,30,10,104.27,0,No,
O52061,P2164,25,50,120.21,0,Yes,
O52062,P2209,35,10,89.94,10,No,
O52063,P2065,30,20,42.03,20,No,
O52064,P2001,35,10,97.16,0,Yes,Late Delivery
O52065,P2192,40,0,80.82,20,No,
O52066,P2165,25,20,58.5,0,Yes,Rude Behavior
O52067,P2297,40,20,127.93,0,No,
O52068,P2062,35,10,141.97,0,No,
O52069,P2064,30,10,75.88,0,No,
O52070,P2061,25,10,84.17,0,No,
O52071,P2247,35,0,40.59,0,No,
O52072,P2215,30,10,79.42,10,No,
O52073,P2010,25,10,84.12,0,No,
O52074,P2102,25,10,71.72,0,No,
O52075,P2144,35,10,115.04,0,No,
O52076,P2255,30,50,104.6,0,No,
O52077,P2231,25,10,56.61,0,No,
O52078,P2118,35,20,64.17,10,No,
O52079,P2239,40,0,49.72,0,No,
O52080,P2148,30,10,73.02,20,No,
O52081,P2129,40,20,105.17,0,No,
O52082,P2270,40,20,101.11,10,No,
O52083,P2279,35,0,74.66,0,No,
O52084,P2009,40,0,109.44999999999999,20,No,
O52085,P2092,25,10,89.53,0,Yes,Late Delivery
O52086,P2118,35,0,106.29,0,Yes,Rude Behavior
O52087,P2085,40,0,84.19,0,No,
O52088,P2258,35,20,64.44,0,No,
O52089,P2226,30,10,109.69,0,No,
O52090,P2052,30,10,92.87,0,No,
O52091,P2032,35,0,60.75,10,No,
O52092,P2123,30,50,133.56,0,No,
O52093,P2250,25,0,72.92,10,No,
O52094,P2038,30,0,70.76,0,Yes,No Show
O52095,P2150,40,50,120.61,0,No,
O52096,P2207,25,20,98.93,20,No,
O52097,P2017,30,10,126.05000000000001,10,No,
O52098,P2175,35,10,101.91,0,No,
O52099,P2213,35,10,88.1,0,No,
O52100,P2201,30,10,55.709999999999994,10,No,
O52101,P2207,35,0,85.86,0,Yes,Wrong Order
O52102,P2249,40,10,66.09,0,No,
O52103,P2071,35,0,99.64,20,Yes,Rude Behavior
O52104,P2283,35,0,28.89,20,No,
O52105,P2170,25,10,38.55,10,No,
O52106,P2169,25,0,71.05,20,No,
O52107,P2284,40,0,65.77,0,No,
O52108,P2141,25,10,87.86,10,No,
O52109,P2162,25,10,86.75,0,No,
O52110,P2184,35,0,96.12,0,Yes,Wrong Order
O52111,P2147,30,10,74.31,20,Yes,No Show
O52112,P2082,25,10,78.02,0,No,
O52113,P2171,30,50,103.2,20,No,
O52114,P2124,30,20,97.86,0,No,
O52115,P2040,40,10,120.75,0,Yes,Late Delivery
O52116,P2171,30,0,68.74,0,Yes,Rude Behavior
O52117,P2174,30,0,77.61,0,Yes,Late Delivery
O52118,P2187,30,10,121.53,0,No,
O52119,P2016,25,50,90.0,10,No,
O52120,P2037,30,50,99.94,0,No,
O52121,P2126,40,20,122.92,0,No,
O52122,P2183,35,10,143.7,0,No,
O52123,P2126,30,0,32.29,20,No,
O52124,P2257,40,0,93.84,0,No,
O52125,P2033,35,50,149.75,0,Yes,Late Delivery
O52126,P2008,40,10,157.65,0,No,
O52127,P2166,35,0,60.5,0,No,
O52128,P2244,35,20,101.55,0,No,
O52129,P2034,25,10,93.92,0,Yes,Late Delivery
O52130,P2247,40,20,137.2,0,No,
O52131,P2094,30,0,35.84,20,No,
O52132,P2028,25,10,49.6,10,No,
O52133,P2078,40,50,115.59,0,No,
O52134,P2002,35,10,63.74,0,No,
O52135,P2231,35,10,82.9,10,No,
O52136,P2046,40,50,141.56,0,No,
O52137,P2273,30,0,28.009999999999998,10,No,
O52138,P2067,40,0,67.19,10,No,
O52139,P2257,30,0,39.56,0,No,
O52140,P2139,25,10,42.05,0,No,
O52141,P2233,25,0,22.689999999999998,10,No,
O52142,P2228,35,20,107.39,10,No,
O52143,P2073,25,0,103.33,10,No,
O52144,P2079,40,20,72.69,10,No,
O52145,P2290,25,0,87.02,0,No,
O52146,P2274,35,0,119.93,0,Yes,Late Delivery
O52147,P2002,40,20,106.26,0,No,
O52148,P2022,35,0,68.51,0,Yes,Wrong Order
O52149,P2144,30,50,147.23,0,No,
O52150,P2207,30,10,76.96,0,No,
O52151,P2028,25,0,40.34,10,No,
O52152,P2251,40,20,95.35,0,No,
O52153,P2117,25,0,126.32,0,No,
O52154,P2256,40,50,110.3,10,No,
O52155,P2192,30,0,65.57,0,No,
O52156,P2065,35,50,162.06,0,No,
O52157,P2186,40,20,70.98,0,No,
O52158,P2080,35,10,127.24,0,No,
O52159,P2227,40,0,110.22,10,No,
O52160,P2186,30,20,114.54,10,Yes,Wrong Order
O52161,P2105,30,0,65.19,0,No,
O52162,P2049,25,10,52.92,10,No,
O52163,P2063,30,20,149.7,0,No,
O52164,P2165,40,0,88.65,0,No,
O52165,P2215,25,10,110.78999999999999,20,No,
O52166,P2237,25,0,60.61,0,No,
O52167,P2050,30,20,59.98,0,No,
O52168,P2085,35,20,71.35,0,No,
O52169,P2082,40,0,76.07,0,No,
O52170,P2054,40,0,102.32,0,No,
O52171,P2050,25,10,74.43,0,Yes,Late Delivery
O52172,P2236,35,0,86.1,0,Yes,Rude Behavior
O52173,P2121,40,10,110.85,10,No,
O52174,P2074,25,20,51.31,0,No,
O52175,P2062,35,50,114.26,10,No,
O52176,P2072,40,0,93.58,10,No,
O52177,P2043,35,50,135.1,20,No,
O52178,P2051,35,50,71.73,20,Yes,Late Delivery
O52179,P2174,35,20,66.81,0,No,
O52180,P2219,40,0,115.78,0,No,
O52181,P2219,35,0,34.78,10,No,
O52182,P2212,25,0,36.67,0,Yes,Rude Behavior
O52183,P2064,30,0,48.39,0,Yes,
O52184,P2061,30,10,84.15,0,No,
O52185,P2133,35,10,96.38,0,No,
O52186,P2210,30,0,122.24,0,Yes,Late Delivery
O52187,P2009,25,0,90.78,0,No,
O52188,P2111,40,0,29.020000000000003,20,Yes,Wrong Order
O52189,P2244,25,0,73.03,0,No,
O52190,P2042,40,0,78.15,0,No,
O52191,P2282,35,10,103.01,0,No,
O52192,P2060,35,20,51.57,10,No,
O52193,P2103,30,0,75.58,0,Yes,No Show
O52194,P2105,25,20,136.0,0,No,
O52195,P2059,35,0,63.19,0,No,
O52196,P2136,30,10,92.57,0,Yes,Late Delivery
O52197,P2021,30,50,126.68,0,No,
O52198,P2069,25,10,95.46,0,Yes,Wrong Order
O52199,P2098,30,20,64.02,0,No,
O52200,P2237,40,20,113.74,0,No,
O52201,P2298,30,50,138.77,10,Yes,Rude Behavior
O52202,P2169,40,0,93.23,10,No,
O52203,P2191,30,0,55.46,0,No,
O52204,P2033,40,0,54.36,0,No,
O52205,P2163,25,10,38.8,10,Yes,Late Delivery
O52206,P2118,25,20,88.07,10,No,
O52207,P2299,40,0,69.2,10,No,
O52208,P2196,25,20,143.21,0,No,
O52209,P2120,35,10,104.79,0,No,
O52210,P2009,35,20,75.83,20,No,
O52211,P2058,30,20,103.95,0,No,
O52212,P2219,35,10,104.72,10,Yes,Wrong Order
O52213,P2176,30,0,44.98,0,No,
O52214,P2152,25,50,66.62,20,No,
O52215,P2151,30,20,58.79,0,No,
O52216,P2042,35,0,73.74,0,No,
O52217,P2061,40,0,97.95,10,No,
O52218,P2050,25,0,55.05,10,No,
O52219,P2043,30,20,104.28,0,No,
O52220,P2093,35,0,110.68,0,No,
O52221,P2120,30,0,113.52,0,No,
O52222,P2263,40,20,93.73,0,No,
O52223,P2203,25,10,54.75,20,No,
O52224,P2131,25,0,26.6,10,No,
O52225,P2288,40,0,70.79,0,Yes,Wrong Order
O52226,P2076,40,10,97.67,0,No,
O52227,P2019,40,20,110.38,10,No,
O52228,P2013,40,0,55.010000000000005,10,Yes,Wrong Order
O52229,P2217,35,0,55.51,0,Yes,Late Delivery
O52230,P2254,40,0,107.23,0,No,
O52231,P2248,35,50,116.32,20,No,
O52232,P2233,40,20,67.6,0,No,
O52233,P2039,30,50,90.24,0,No,
O52234,P2049,25,10,117.46,0,No,
O52235,P2210,30,10,111.22,0,No,
O52236,P2170,25,10,108.17,0,No,
O52237,P2071,30,10,95.64,0,No,
O52238,P2046,35,20,68.27,0,No,
O52239,P2144,35,10,69.78,0,No,
O52240,P2132,30,0,60.5,0,No,
O52241,P2268,40,50,140.99,0,Yes,Wrong Order
O52242,P2041,35,20,62.37,0,Yes,
O52243,P2119,30,20,143.41,0,No,
O52244,P2228,25,20,97.05,20,No,
O52245,P2142,30,0,63.95,10,No,
O52246,P2266,30,20,96.03,10,No,
O52247,P2237,30,10,48.48,0,No,
O52248,P2075,25,0,85.28,10,No,
O52249,P2155,30,10,79.8,0,No,
O52250,P2177,30,0,89.49,0,No,
O52251,P2168,40,20,97.0,0,No,
O52252,P2235,40,0,51.91,0,No,
O52253,P2281,30,0,64.05,10,No,
O52254,P2157,40,10,58.879999999999995,20,No,
O52255,P2002,40,10,139.78,0,No,
O52256,P2250,40,0,124.25999999999999,20,No,
O52257,P2167,40,20,159.73,0,No,
O52258,P2296,25,0,85.23,0,No,
O52259,P2258,30,10,42.52,10,No,
O52260,P2125,25,0,39.88,20,Yes,Late Delivery
O52261,P2093,25,10,99.51,0,No,
O52262,P2233,40,10,96.33,0,No,
O52263,P2180,35,50,90.97,0,No,
O52264,P2112,30,10,86.11,10,No,
O52265,P2012,40,10,58.209999999999994,10,No,
O52266,P2118,35,10,80.48,10,No,
O52267,P2091,30,0,113.89,0,No,
O52268,P2149,40,10,129.63,0,Yes,Late Delivery
O52269,P2299,25,20,96.4,0,No,
O52270,P2261,30,20,108.71,0,No,
O52271,P2148,30,0,78.33,0,No,
O52272,P2180,40,0,61.75,0,Yes,Late Delivery
O52273,P2087,40,50,140.52,0,No,
O52274,P2103,thirty,50,92.98,0,No,
O52275,P2244,40,10,62.2,0,No,
O52276,P2017,40,10,75.72,20,No,
O52277,P2233,30,10,71.18,0,No,
O52278,P2204,40,0,59.72,0,Yes,Wrong Order
O52279,P2024,40,20,107.31,10,No,
O52280,P2002,40,0,46.72,0,Yes,Rude Behavior
O52281,P2215,30,20,122.66,0,Yes,Late Delivery
O52282,P2187,25,0,65.77,20,Yes,Wrong Order
O52283,P2159,40,20,70.29,10,No,
O52284,P2003,25,10,140.14,0,No,
O52285,P2168,40,0,115.01,0,No,
O52286,P2183,35,10,100.03,0,No,
O52287,P2222,25,0,55.89,20,No,
O52288,P2108,35,10,52.540000000000006,20,Yes,Rude Behavior
O52289,P2068,thirty,20,138.13,0,No,
O52290,P2032,35,0,80.84,0,Yes,Wrong Order
O52291,P2273,30,0,46.31,0,No,
O52292,P2072,30,10,127.33,0,No,
O52293,P2288,35,10,55.41,0,No,
O52294,P2161,25,20,85.95,10,No,
O52295,P2235,35,10,74.3,0,Yes,Wrong Order
O52296,P2064,30,0,82.72,0,No,
O52297,P2152,40,0,62.26,0,No,
O52298,P2095,25,10,81.04,0,No,
O52299,P2072,25,0,85.69,0,Yes,Wrong Order
O52300,P2036,30,0,110.28,0,No,
O52301,P2298,30,10,85.18,0,No,
O52302,P2257,40,50,133.69,0,No,
O52303,P2006,35,0,36.56,20,No,
O52304,P2198,30,10,155.56,10,No,
O52305,P2065,25,20,107.7,0,No,
O52306,P2047,30,0,16.15,20,No,
O52307,P2073,30,20,112.12,0,No,
O52308,P2075,25,10,65.45,0,No,
O52309,P2130,35,20,75.0,0,No,
O52310,P2014,35,20,99.1,10,No,
O52311,P2033,40,10,126.71,0,No,
O52312,P2069,40,10,60.96,0,No,
O52313,P2260,25,0,96.79,0,No,
O52314,P2294,35,10,52.92,0,Yes,Wrong Order
O52315,P2007,30,0,69.09,0,Yes,
O52316,P2045,35,10,110.01,0,No,
O52317,P2208,25,0,79.14,20,Yes,Rude Behavior
O52318,P2009,25,0,34.8,0,No,
O52319,P2214,30,10,129.63,20,No,
O52320,P2023,25,10,47.33,0,Yes,Late Delivery
O52321,P2085,30,20,69.18,10,No,
O52322,P2238,30,10,89.49,0,No,
O52323,P2184,25,50,161.13,0,No,
O52324,P2106,35,50,110.18,0,No,
O52325,P2061,25,0,41.16,20,No,
O52326,P2092,25,0,53.86,0,No,
O52327,P2075,35,10,101.1,20,No,
O52328,P2084,40,20,129.11,0,No,
O52329,P2162,40,0,88.18,0,Yes,Rude Behavior
O52330,P2203,30,20,62.15,0,No,
O52331,P2118,25,50,122.36000000000001,20,No,
O52332,P2221,25,0,102.78,0,No,
O52333,P2123,35,50,104.75,20,No,
O52334,P2117,25,0,86.49,0,Yes,Late Delivery
O52335,P2076,30,20,57.19,0,No,
O52336,P2080,35,10,90.36,0,No,
O52337,P2138,25,10,86.38,10,No,
O52338,P2159,40,10,39.29,20,No,
O52339,P2163,25,10,53.02,10,Yes,No Show
O52340,P2023,25,10,104.21,0,No,
O52341,P2053,35,0,77.43,0,No,
O52342,P2252,25,20,58.34,10,Yes,Late Delivery
O52343,P2199,25,10,120.19999999999999,10,No,
O52344,P2255,30,10,161.0,0,No,
O52345,P2011,30,0,34.43,0,No,
O52346,P2255,40,0,39.85,10,No,
O52347,P2257,30,50,104.1,20,No,
O52348,P2115,thirty,0,52.15,0,No,
O52349,P2009,25,0,,20,No,
O52350,P2129,25,0,38.13,0,No,
O52351,P2034,40,20,91.72,0,No,
O52352,P2281,35,10,115.9,0,No,
O52353,P2026,35,0,82.5,0,No,
O52354,P2000,40,0,107.51,10,Yes,Late Delivery
O52355,P2078,25,10,77.65,10,No,
O52356,P2083,25,10,75.39,20,No,
O52357,P2020,40,0,76.22,0,No,
O52358,P2138,35,50,101.02,0,Yes,Rude Behavior
O52359,P2190,25,0,35.81,0,No,
O52360,P2256,35,0,130.18,0,No,
O52361,P2171,25,10,93.23,10,No,
O52362,P2272,40,10,52.64,20,No,
O52363,P2267,35,20,65.97,10,No,
O52364,P2272,35,50,154.03,0,No,
O52365,P2045,25,10,60.45,0,No,
O52366,P2282,25,10,51.56,0,No,
O52367,P2238,25,0,58.97,20,No,
O52368,P2201,30,0,80.82,0,No,
O52369,P2167,35,10,65.9,0,Yes,Late Delivery
O52370,P2177,30,10,139.13,0,No,
O52371,P2295,35,20,75.62,10,No,
O52372,P2195,40,0,47.31,20,No,
O52373,P2156,40,10,163.92,0,No,
O52374,P2296,30,20,71.99,0,Yes,Wrong Order
O52375,P2125,35,10,91.7,0,No,
O52376,P2174,35,10,81.96,0,No,
O52377,P2260,30,10,107.98,0,No,
O52378,P2247,30,10,41.67,10,Yes,Wrong Order
O52379,P2216,35,20,136.97,0,Yes,No Show
O52380,P2284,30,0,75.02,0,No,
O52381,P2121,40,10,133.4,0,No,
O52382,P2027,30,0,43.03,0,No,
O52383,P2285,40,0,85.83,0,No,
O52384,P2214,40,50,141.85,0,No,
O52385,P2045,35,0,95.45,0,No,
O52386,P2187,25,0,39.55,20,No,
O52387,P2213,30,10,62.77,0,No,
O52388,P2050,30,10,60.87,0,No,
O52389,P2250,40,50,149.53,0,No,
O52390,P2047,30,50,134.48,0,No,
O52391,P2198,25,10,40.17,0,No,
O52392,P2165,40,10,126.95,0,No,
O52393,P2086,25,20,89.57,0,No,
O52394,P2066,40,0,56.480000000000004,20,No,
O52395,P2287,25,10,66.98,10,No,
O52396,P2028,35,0,80.5,0,No,
O52397,P2112,40,20,121.93,0,No,
O52398,P2111,30,10,94.17,0,No,
O52399,P2039,25,0,22.619999999999997,10,No,
O52400,P2184,30,0,104.24,10,No,
O52401,P2176,40,0,69.85,0,No,
O52402,P2170,30,10,61.3,0,No,
O52403,P2158,30,20,47.43,10,Yes,Rude Behavior
O52404,P2084,35,0,56.71,0,No,
O52405,P2279,35,20,108.71,10,No,
O52406,P2184,30,10,57.59,10,No,
O52407,P2048,30,20,45.599999999999994,20,No,
O52408,P2142,25,10,122.24,0,No,
O52409,P2015,35,0,102.27,0,Yes,Rude Behavior
O52410,P2046,25,20,74.86,0,No,
O52411,P2042,30,0,42.31,0,No,
O52412,P2180,35,10,54.65,0,Yes,Rude Behavior
O52413,P2098,25,0,133.77,0,No,
O52414,P2295,30,0,97.66,10,No,
O52415,P2104,35,0,79.8,0,No,
O52416,P2078,35,10,100.7,10,Yes,No Show
O52417,P2102,35,10,84.31,0,Yes,Rude Behavior
O52418,P2099,35,10,78.73,0,No,
O52419,P2128,30,10,144.03,0,No,
O52420,P2142,25,0,49.52,0,No,
O52421,P2209,25,20,51.97,0,No,
O52422,P2092,25,10,92.61,10,No,
O52423,P2057,25,50,150.84,0,No,
O52424,P2269,35,0,83.45,0,No,
O52425,P2060,40,0,136.68,0,No,
O52426,P2002,30,0,101.94,0,No,
O52427,P2004,35,0,49.52,0,Yes,Wrong Order
O52428,P2252,30,0,115.15,0,No,
O52429,P2263,25,10,47.64,0,No,
O52430,P2036,40,0,92.76,0,No,
O52431,P2025,35,20,49.519999999999996,20,No,
O52432,P2113,40,20,124.65,0,No,
O52433,P2233,25,0,71.76,0,Yes,Late Delivery
O52434,P2027,40,10,118.2,0,No,
O52435,P2084,30,10,71.57,20,No,
O52436,P2297,30,0,69.32,10,No,
O52437,P2038,30,0,35.66,10,No,
O52438,P2011,30,0,46.15,0,Yes,Rude Behavior
O52439,P2129,30,10,99.43,20,No,
O52440,P2093,25,50,116.67,10,No,
O52441,P2127,35,20,55.349999999999994,10,Yes,Rude Behavior
O52442,P2001,35,0,131.39,0,Yes,Late Delivery
O52443,P2282,40,0,95.43,0,No,
O52444,P2236,35,10,67.68,0,No,
O52445,P2199,40,10,142.99,0,No,
O52446,P2061,35,20,78.11,10,No,
O52447,P2235,40,0,75.08,0,Yes,Rude Behavior
O52448,P2145,40,0,82.81,0,No,
O52449,P2017,35,0,123.73,0,Yes,Rude Behavior
O52450,P2062,40,10,101.85,0,No,
O52451,P2175,25,0,117.79,10,No,
O52452,P2221,30,20,100.06,0,No,
O52453,P2172,35,10,60.46,0,Yes,Late Delivery
O52454,P2276,35,20,77.46,0,No,
O52455,P2235,40,0,99.32,10,No,
O52456,P2049,40,0,114.3,0,No,
O52457,P2217,30,10,71.32,10,No,
O52458,P2206,35,20,74.44,0,No,
O52459,P2297,25,10,31.810000000000002,20,No,
O52460,P2061,40,0,136.71,0,No,
O52461,P2104,25,0,107.67,0,No,
O52462,P2028,35,0,74.79,20,No,
O52463,P2114,35,10,63.87,0,No,
O52464,P2108,40,20,58.06999999999999,10,No,
O52465,P2122,35,20,113.21,0,No,
O52466,P2048,25,0,77.92,10,No,
O52467,P2156,30,0,70.59,0,Yes,Rude Behavior
